,DLC,Review,Recommend_Socre
3768,홀리데이 크리에이션 팩 리뷰,yes beeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,Recommended
3769,홀리데이 크리에이션 팩 리뷰,"く__,.ヘヽ.　　　　/　,ー､ 〉
＼ ', !-─‐-i　/　/´
／｀ｰ'　　　 L/／｀ヽ､
/　 ／,　 /|　 ,　 ,　　　 ',
ｲ 　/ /-‐/　ｉ　L_ ﾊ ヽ!　 i
ﾚ ﾍ 7ｲ｀ﾄ　 ﾚ'ｧ-ﾄ､!ハ|　 |
!,/7 '0'　　 ´0iソ| 　 |
|.从""　　_　　 ,,,, / |./ 　 |
ﾚ'| i＞.､,,__　_,.イ / 　.i 　|
ﾚ'| | / k_７_/ﾚ'ヽ,　ﾊ.　|
| |/i 〈|/　 i　,.ﾍ |　i　|
.|/ /　ｉ： 　 ﾍ!　　＼　|
kヽ>､ﾊ 　 _,.ﾍ､ 　 /､!
!'〈//｀Ｔ´', ＼ ｀'7'ｰr'
ﾚ'ヽL__|___i,___,ンﾚ|ノ
ﾄ-,/　|___./
'ｰ'　　!_,.",Recommended
3770,홀리데이 크리에이션 팩 리뷰,i love,Recommended
3771,홀리데이 크리에이션 팩 리뷰,"its free which is my favourite price.
I just wish they would also give a 50% holiday discount to make it twice as free.",Recommended
3772,홀리데이 크리에이션 팩 리뷰,nice,Recommended
3773,홀리데이 크리에이션 팩 리뷰,Thanks for making this DLC dissappear once I bought an expansion pack and messing up all my game files! Awesome!,Recommended
3774,홀리데이 크리에이션 팩 리뷰,Love it,Recommended
3775,홀리데이 크리에이션 팩 리뷰,nice,Recommended
3776,홀리데이 크리에이션 팩 리뷰,super duper tare,Recommended
3777,홀리데이 크리에이션 팩 리뷰,amoungus,Recommended
3778,홀리데이 크리에이션 팩 리뷰,Its fun but a typical EA game,Recommended
3779,홀리데이 크리에이션 팩 리뷰,idk ig,Recommended
3780,홀리데이 크리에이션 팩 리뷰,rawr,Recommended
3781,홀리데이 크리에이션 팩 리뷰,love it i got a wife within one hour,Recommended
3782,홀리데이 크리에이션 팩 리뷰,<3,Recommended
3783,홀리데이 크리에이션 팩 리뷰,ok,Recommended
3784,홀리데이 크리에이션 팩 리뷰,MWUAAHAHHAHAHAH I CAN FINALLY AFFORD A DLC,Recommended
3785,홀리데이 크리에이션 팩 리뷰,love it,Recommended
3786,홀리데이 크리에이션 팩 리뷰,why cant kid die,Not Recommended
3787,홀리데이 크리에이션 팩 리뷰,"Although I didn't have Sims 4, I remember when players had to pay for the base game. That was also when the Holiday Celebration Pack, which may still be this game's only free DLC, was released (again, without a price tag).

PROS:
No price tag
You can even use winter holiday decorations at other times of year

CONS:
Isn't as game-changing (literally) as the DLC packs you have to pay for (though that makes sense)

Pick this up just because it's free.",Recommended
3788,홀리데이 크리에이션 팩 리뷰,i don't see why you wouldn't get it if it's free,Recommended
3789,홀리데이 크리에이션 팩 리뷰,I wish I can get my money back from this FREE DLC...,Not Recommended
3790,홀리데이 크리에이션 팩 리뷰,very good very nice,Not Recommended
3791,홀리데이 크리에이션 팩 리뷰,Giving a positive review to this DLC solely because it's the only free DLC for The Sims 4.,Recommended
3792,홀리데이 크리에이션 팩 리뷰,yes,Recommended
3793,홀리데이 크리에이션 팩 리뷰,Adds almost nothing to an already lackluster base game.,Not Recommended
3794,홀리데이 크리에이션 팩 리뷰,So cute but they gotta give us more free packs,Recommended
3795,홀리데이 크리에이션 팩 리뷰,Great,Recommended
3796,홀리데이 크리에이션 팩 리뷰,:],Recommended
3797,홀리데이 크리에이션 팩 리뷰,♥♥♥♥♥ fire cuhz,Recommended
3798,홀리데이 크리에이션 팩 리뷰,it's free. from ea? never heard of.,Recommended
3799,홀리데이 크리에이션 팩 리뷰,hippie vibes.,Recommended
3800,홀리데이 크리에이션 팩 리뷰,its good fun,Recommended
3801,홀리데이 크리에이션 팩 리뷰,it is fun.,Recommended
3802,홀리데이 크리에이션 팩 리뷰,I recommend,Recommended
3803,홀리데이 크리에이션 팩 리뷰,sims been laggy as all hell since download,Not Recommended
3804,홀리데이 크리에이션 팩 리뷰,game good,Recommended
3805,홀리데이 크리에이션 팩 리뷰,$anta comes free to charge.,Recommended
3806,홀리데이 크리에이션 팩 리뷰,♥♥♥♥,Not Recommended
3807,홀리데이 크리에이션 팩 리뷰,EA gave free stuff pog!,Recommended
3808,홀리데이 크리에이션 팩 리뷰,santa,Recommended
3809,홀리데이 크리에이션 팩 리뷰,e bn,Recommended
3810,홀리데이 크리에이션 팩 리뷰,wow cool 🚫💵,Recommended
3811,홀리데이 크리에이션 팩 리뷰,"♥♥♥♥♥♥♥♥♥ this is the only free dlc but ♥♥♥♥ me in the ass its 600+ usd for all the ♥♥♥♥♥♥♥ dlc, this money hungry company stripped the sims 4 to the bare minimum of content, i recomend buying the sims 3 not only classic but only 20 usd and its only 200+ for all the dlc's on that game",Not Recommended
3812,홀리데이 크리에이션 팩 리뷰,fake news,Recommended
3813,홀리데이 크리에이션 팩 리뷰,wait a minute,Recommended
3814,홀리데이 크리에이션 팩 리뷰,borked up the game...,Not Recommended
3815,홀리데이 크리에이션 팩 리뷰,Breaks the game for me…and others,Not Recommended
3816,홀리데이 크리에이션 팩 리뷰,"cool stuff, but im sticking with sims 3 until they remove origin launcher
0/10",Not Recommended
3817,홀리데이 크리에이션 팩 리뷰,i love it,Recommended
3818,홀리데이 크리에이션 팩 리뷰,"It's free, why would you not get it?",Recommended
3819,홀리데이 크리에이션 팩 리뷰,Freebe's are nice!,Recommended
3820,홀리데이 크리에이션 팩 리뷰,Good!,Recommended
3821,홀리데이 크리에이션 팩 리뷰,Useless pack. Do not download.,Not Recommended
3822,홀리데이 크리에이션 팩 리뷰,sasquatch,Recommended
3823,홀리데이 크리에이션 팩 리뷰,I like this game.,Recommended
3824,홀리데이 크리에이션 팩 리뷰,bad badbadbadbadbadbadbadbadbadbadbadbadbadbadbadbadbadbadbadbad,Not Recommended
3825,홀리데이 크리에이션 팩 리뷰,10/10,Recommended
3826,홀리데이 크리에이션 팩 리뷰,This DLC is way too expensive in my opinion.,Recommended
3827,홀리데이 크리에이션 팩 리뷰,wtf,Not Recommended
3828,홀리데이 크리에이션 팩 리뷰,THANKS FOR THE FREE PACK ITS AMAZING LOVE YALL SEND MORE,Recommended
3829,홀리데이 크리에이션 팩 리뷰,bok gibi,Not Recommended
3830,홀리데이 크리에이션 팩 리뷰,Download this quickly before EA realizes their mistake and starts selling it for $39.99.,Recommended
3831,홀리데이 크리에이션 팩 리뷰,"---{ Graphics }---
🔲 You forget what reality is
🔲 Beautiful
🔲 Good
✅ Suits the game
🔲 Decent
🔲 Not the best….
🔲 normal for its release time
🔲 Bad

---{ Gameplay }---
🔲 Very good
🔲 Good
🔲 average
🔲 Watch paint dry instead
🔲 Just don't
✅ No gameplay, Or DLC add on

---{ Audience It’s aimed at }---
✅ Kids
✅ Teens
✅ Adults

---{ PC Requirements }---
🔲 Potato
✅ Decent
🔲 Fast
🔲 Rich
🔲 Ask NASA if they have a spare computer

---{ Difficulty }---
✅ No difficulty required. (or an add on)
🔲 Easy
🔲 requires minimal brain usage
🔲 Significant brain usage
🔲 Difficult
🔲 Dark Souls

---{ Story }---
🔲 No Story
🔲 Some lore
🔲 Has a story, but it’s boring.
🔲 Average
✅ Good
🔲 Amazing!
🔲 It'll replace your life

---{ Game Time }---
✅ Just an add on
🔲 A little TOO short
🔲 Short
🔲 Average
🔲 Long
🔲 Unlimited/always updating

---{ Price }---
✅ It's free!
🔲 Worth the price
🔲 If it's on sale
🔲 Maybe if you have a kid.
🔲 Not recommended/ if you want DLCs

---{ Bugs }---
✅ Never heard of
🔲 Minor bugs
🔲 Can get annoying
🔲 The game itself is a big terrarium for bugs

---{ ? / 10 }---
🔲 1
🔲 2
🔲 3
🔲 4
✅ 5
🔲 6
🔲 7
🔲 8
🔲 9
🔲 10",Recommended
3832,홀리데이 크리에이션 팩 리뷰,Think its a good idea to get christmas decorations but when playing it you do not really use them at all and doesn't improve the game play at all.,Not Recommended
3833,홀리데이 크리에이션 팩 리뷰,THIS GAME MAKES ME SO HAPPY IDFK WHY,Recommended
3834,홀리데이 크리에이션 팩 리뷰,"If you are thinking about this pack, but worried about the bugs/glitches that come along with it then perhaps more people should use the MCCC (Master Control Commander Center) mod as well. If I did not have a mod for fixing bugs/glitches I would have most likely not gotten this pack despite it being free. I would highly recommend getting MCCC first before getting this free pack.",Recommended
3835,홀리데이 크리에이션 팩 리뷰,I get benefits and EA lost money（,Recommended
3836,홀리데이 크리에이션 팩 리뷰,ea,Not Recommended
3837,홀리데이 크리에이션 팩 리뷰,Its impressive that this is free,Recommended
3838,홀리데이 크리에이션 팩 리뷰,i love this celebration pack.,Recommended
3839,홀리데이 크리에이션 팩 리뷰,good game,Recommended
3840,홀리데이 크리에이션 팩 리뷰,Its free so why not,Recommended
3841,홀리데이 크리에이션 팩 리뷰,bread,Recommended
3842,홀리데이 크리에이션 팩 리뷰,"中国人很乐意和全世界一起过春节，但是不代表EA能用韩国人代表春节这个最重要的节日。
韩国人也过圣诞，你们怎么不用韩国人代表圣诞
海报上写着庆祝虎年 一桌中国菜 配两个韩国人？故意混淆两国 是不是下次连中国菜也变成韩国的了？
这是文化挪用 对中国玩家的不尊重
我玩了这游戏800小时，现在只想说RNM退钱！
EA如果不懂怎么做海报可以不做 懂吗？大过年的恶心人
We're happy to celebrate our most important festival with the world TOGETHER, but that doesn't mean that @thesims could represent the festival only by korean and show no respect to its original Chinese culture. Korean also celebrate Christmas, why not representing Christmas by them？The post celebrates lunar new year of tiger with korean costumes and Chinese dishes, deliberately mixing two culture. This is cultural appropriation and offending Chinese players.
I love this game very much , played it almost 800+h but as a Chinese player this is unacceptable.I hope EA team could respect all the players. If you don't know how to represent other’s culture properly at least google it before posting.",Not Recommended
3843,홀리데이 크리에이션 팩 리뷰,"i kind of actually love the items that it gives cas, and its free, so why the hell not get it?",Recommended
3844,홀리데이 크리에이션 팩 리뷰,It's from EA and it's for FREE. That's enough to amaze me.,Recommended
3845,홀리데이 크리에이션 팩 리뷰,pp taste good,Recommended
3846,홀리데이 크리에이션 팩 리뷰,We’ve been trying to reach you about your car’s extended warranty,Recommended
3847,홀리데이 크리에이션 팩 리뷰,it attracted my eyes when I saw it was free,Recommended
3848,홀리데이 크리에이션 팩 리뷰,A free DLC for the Sims 4?? It's a Christmas miracle.,Recommended
3849,홀리데이 크리에이션 팩 리뷰,A great pack for the holidays. and EA actually gave something for free.,Recommended
3850,홀리데이 크리에이션 팩 리뷰,horrible i cant get the stupid update to work pls help me,Not Recommended
3851,홀리데이 크리에이션 팩 리뷰,Finally a pack worth it's original price,Recommended
3852,홀리데이 크리에이션 팩 리뷰,"Yes you are seeing this correctly. Yes, even I couldn't believe my eyes. EA is giving a DLC for free? Miracle? I can bet my kidneys that it's a miracle amongst miracles.",Recommended
3853,홀리데이 크리에이션 팩 리뷰,"It's free, so why not?",Recommended
3854,홀리데이 크리에이션 팩 리뷰,This pack is pretty good,Recommended
3855,홀리데이 크리에이션 팩 리뷰,i like this game this christmas day thanks steam and more power to electronic arts,Recommended
3856,홀리데이 크리에이션 팩 리뷰,"For a free pack, this is fairly nice. I don't use most of the holiday themed items much, but the clothes are awesome and I use them fairly often. I recommend you take a moment to click the ""download"" button.",Recommended
3857,홀리데이 크리에이션 팩 리뷰,F your dlcs.,Not Recommended
3858,홀리데이 크리에이션 팩 리뷰,"It's free so download it if you can, not the best but its free lol",Recommended
3859,홀리데이 크리에이션 팩 리뷰,"It's just a few things, but that's great that they actually gave us something for free...",Recommended
3860,홀리데이 크리에이션 팩 리뷰,"The clothes are really cute and it is FREE!
I very much recommend.",Recommended
3861,홀리데이 크리에이션 팩 리뷰,good,Recommended
